epoch,accuracy,auc,auc_pr,f1_score,loss,precision,recall,val_accuracy,val_auc,val_auc_pr,val_f1_score,val_loss,val_precision,val_recall
0,0.894624650478363,0.9361964464187622,0.9375002384185791,0.9055401682853699,0.44337114691734314,0.9080459475517273,0.9030482769012451,0.5843750238418579,0.6344268321990967,0.6251000165939331,0.725395679473877,9.103796005249023,0.5691144466400146,1.0
1,0.8221643567085266,0.8529840111732483,0.8997111320495605,0.8323286175727844,0.5671407580375671,0.8804912567138672,0.789161741733551,0.8489583134651184,0.9514179229736328,0.9696553945541382,0.8701879978179932,1.0902397632598877,0.8237287998199463,0.9222011566162109
2,0.7468624114990234,0.8431811332702637,0.8743005990982056,0.7491198778152466,0.5785397291183472,0.8404423594474792,0.6756985783576965,0.8999999761581421,0.9663921594619751,0.9785184264183044,0.9089182615280151,0.676891565322876,0.9089183807373047,0.9089183807373047
3,0.8351882696151733,0.8941510319709778,0.9269142150878906,0.8450578451156616,0.49667811393737793,0.8910797834396362,0.8035563230514526,0.8552083373069763,0.9760464429855347,0.9832797050476074,0.8806867003440857,0.5746797919273376,0.8040752410888672,0.9734345078468323
4,0.8195595741271973,0.882091224193573,0.9126080274581909,0.8236110210418701,0.5393101572990417,0.9085801839828491,0.7531752586364746,0.862500011920929,0.9838710427284241,0.9875332713127136,0.886986255645752,0.8597857356071472,0.8081123232841492,0.9829221963882446
5,0.7615439295768738,0.831263542175293,0.8755183219909668,0.7696178555488586,0.5819836854934692,0.8372324705123901,0.7121083736419678,0.9135416746139526,0.9440446496009827,0.9667489528656006,0.9180651307106018,0.44012650847435,0.9567901492118835,0.8823529481887817
6,0.7489936351776123,0.8101689219474792,0.8680462837219238,0.7489340901374817,0.5810794234275818,0.8500000238418579,0.6693480014801025,0.9197916388511658,0.9681977033615112,0.9792383909225464,0.9211872220039368,0.37266743183135986,1.0,0.8538899421691895
7,0.7913805246353149,0.8405866622924805,0.8924864530563354,0.7995449304580688,0.5587733387947083,0.8642400503158569,0.7438611388206482,0.9010416865348816,0.9871708154678345,0.9909298419952393,0.9152541756629944,0.4731256365776062,0.8636363744735718,0.9734345078468323
8,0.8048780560493469,0.8741773366928101,0.9132474064826965,0.8085501790046692,0.5174087882041931,0.8959835171699524,0.736663818359375,0.9416666626930237,0.9830164313316345,0.987868070602417,0.9454190731048584,0.3880668580532074,0.9719439148902893,0.9203035831451416
9,0.7954061031341553,0.8502130508422852,0.8948692679405212,0.8030993342399597,0.5535975694656372,0.8696939945220947,0.7459779977798462,0.8895833492279053,0.9552129507064819,0.9710315465927124,0.8918366432189941,0.4219339191913605,0.9646798968315125,0.8292220234870911
10,0.7184466123580933,0.7803454995155334,0.8510614633560181,0.7132866382598877,0.6056326627731323,0.8285714387893677,0.6261642575263977,0.9052083492279053,0.9676586389541626,0.9770339131355286,0.9094527363777161,0.4055977463722229,0.9560669660568237,0.8671726584434509
11,0.7040019035339355,0.7055882215499878,0.818810224533081,0.6918145418167114,0.6332656145095825,0.8282172083854675,0.5939881205558777,0.8833333253860474,0.9388954639434814,0.9617341756820679,0.8811039924621582,0.43315795063972473,1.0,0.7874763011932373
12,0.779303789138794,0.8482282757759094,0.9017859101295471,0.7666499614715576,0.5279322862625122,0.938112735748291,0.6481795310974121,0.9197916388511658,0.9531927108764648,0.9712300896644592,0.9221435189247131,0.4309549331665039,0.9870129823684692,0.8652751445770264
13,0.7925645112991333,0.8299246430397034,0.891715407371521,0.8017202019691467,0.5599545240402222,0.8613813519477844,0.7497883439064026,0.800000011920929,0.9611882567405701,0.9762639403343201,0.8397328853607178,0.4815036356449127,0.749627411365509,0.9544591903686523
14,0.7724366784095764,0.8437555432319641,0.8882193565368652,0.7641717195510864,0.54496830701828,0.9089316725730896,0.6591871380805969,0.893750011920929,0.8866870403289795,0.9387931823730469,0.8930817246437073,0.6233818531036377,0.9976580739021301,0.8083491325378418
15,0.7852237820625305,0.8360690474510193,0.8912891149520874,0.7850200533866882,0.5512440800666809,0.8917608857154846,0.701100766658783,0.9104166626930237,0.9705882668495178,0.9808288812637329,0.9131312370300293,0.4255947172641754,0.9762418866157532,0.8576850295066833
16,0.7762254476547241,0.8396385312080383,0.8944389820098877,0.7711309790611267,0.5422384738922119,0.9009620547294617,0.6740050911903381,0.8812500238418579,0.9287943243980408,0.9593645334243774,0.8787233829498291,0.42969363927841187,1.0,0.7836812138557434
17,0.7842766046524048,0.8541343212127686,0.9026113152503967,0.7760019302368164,0.5286104083061218,0.9255132079124451,0.6680778861045837,0.893750011920929,0.9433807730674744,0.9661986231803894,0.8928571343421936,0.44921958446502686,1.0,0.8064516186714172
