epoch,accuracy,auc,auc_pr,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_auc_pr,val_loss,val_precision,val_recall
0,0.31929638981819153,0.5997560024261475,0.8043039441108704,0.0010000000474974513,0.6960274577140808,0.7933641076087952,0.5153223872184753,0.6734234094619751,0.7204621434211731,0.7554528713226318,0.6255170702934265,0.7514743208885193,0.5076835751533508
1,0.34341683983802795,0.6494425535202026,0.8476652503013611,0.0010000000474974513,0.6397255659103394,0.8365225195884705,0.5004957914352417,0.6632882952690125,0.7257663011550903,0.7631933689117432,0.6129224896430969,0.6760828495025635,0.6129766702651978
2,0.3481476604938507,0.6622545123100281,0.852893054485321,0.0010000000474974513,0.6273571848869324,0.8446309566497803,0.4824061393737793,0.7010135054588318,0.7833061814308167,0.8059281706809998,0.5801722407341003,0.8045573830604553,0.5224815011024475
3,0.367404043674469,0.678417444229126,0.8599178791046143,0.0010000000474974513,0.6137966513633728,0.8551756739616394,0.491405189037323,0.7108671069145203,0.7982192039489746,0.8125006556510925,0.5907076001167297,0.8258928656578064,0.5264655947685242
4,0.37086886167526245,0.6954952478408813,0.8701438903808594,0.0010000000474974513,0.6004751324653625,0.8662754893302917,0.5094442367553711,0.7193130850791931,0.8156023621559143,0.8306118845939636,0.5685346722602844,0.811475396156311,0.5634604692459106
5,0.3757329285144806,0.7037588357925415,0.8754591941833496,0.0010000000474974513,0.593686580657959,0.8705209493637085,0.5230212807655334,0.7297297120094299,0.8156277537345886,0.8298959732055664,0.562551736831665,0.7329047322273254,0.7137165665626526
6,0.37026917934417725,0.7027738690376282,0.877572774887085,0.0010000000474974513,0.5877607464790344,0.8710984587669373,0.5217508673667908,0.7055180072784424,0.8056693077087402,0.8277632594108582,0.5724570751190186,0.6687232851982117,0.8019351363182068
7,0.38246268033981323,0.7127321362495422,0.877730131149292,0.0010000000474974513,0.5836580395698547,0.8643033504486084,0.5426434278488159,0.7032657861709595,0.8100716471672058,0.814706027507782,0.5811046361923218,0.7888249754905701,0.5463858842849731
8,0.37846481800079346,0.7129022479057312,0.8849316835403442,0.0010000000474974513,0.5788021683692932,0.8727090358734131,0.5486542582511902,0.6720157861709595,0.8353016972541809,0.851637601852417,0.5814531445503235,0.6126331686973572,0.9163346886634827
9,0.37346747517585754,0.7155978083610535,0.8846758008003235,0.0010000000474974513,0.5765751600265503,0.8697634935379028,0.5484277009963989,0.6821509003639221,0.8245481848716736,0.8437548279762268,0.5850027799606323,0.620583713054657,0.9197495579719543
10,0.3978544771671295,0.7318638563156128,0.8915765285491943,0.0010000000474974513,0.5609151124954224,0.8882641196250916,0.5587701797485352,0.7311373949050903,0.8300549983978271,0.8349109888076782,0.5668923258781433,0.8499127626419067,0.5543540120124817
11,0.38539445400238037,0.7279253602027893,0.889262855052948,0.0010000000474974513,0.5638188123703003,0.876189112663269,0.5578052997589111,0.7854729890823364,0.8711637854576111,0.883284330368042,0.516086220741272,0.7809147238731384,0.7871371507644653
12,0.3939898610115051,0.7297932505607605,0.8904589414596558,0.0010000000474974513,0.5620577931404114,0.8775538206100464,0.5742028951644897,0.772522509098053,0.8646339774131775,0.8740262389183044,0.5218303203582764,0.8127884268760681,0.7017643451690674
